Nome Articolo	Fornitore Greggio	IDCOLL
JACQ. SUITE IN SEMPLICE + IDRO	Frigerio	CCL
JACQ.BULGARI ACC. DENIM + IDRO	Taborelli	CSP
JACQ.BULGARI ACC. TELA + IDRO	Taborelli	CSP
JACQ.BURBERRY  POLIES./COT.ACC.DENIM + IDRO	Frigerio	CSP
JACQ.BURBERRY POLIES/COT.IN SEMPLICE + IDRO	Frigerio	CSP
JACQ.BURBERRY POLIEST/COT.IN SEMPLICE + IDRO	Frigerio	CSP
JACQ.DENIM DOP.TRAMA  ZUCCA+CIM+CES.ENZ.- SEMP	Frigerio	
JACQ.DENIM DOPPIA TRAMA DIS. ZUCCA VECCHIA - SEMP	Frigerio	
JACQ.DENIM DOPPIA TRAMA DIS.ZUCCA+CIM.VERT.DENIM	Frigerio	
JACQ.DENIM DOPPIA TRAMA DIS.ZUCCA+CIM.VERT.LIGHT	Frigerio	
JACQ.DENIM DOPPIA TRAMA DIS.ZUCCA+CIM.VERT.RESIN.	Frigerio	
JACQ.GRUNGE CELINE FULL WASHED COT.	Taborelli	CSP
JACQ.JORDAN ECON. MEDITERRANEA ACC. TELA + ID	Frigerio	CSP
JACQ.JORDAN ECON.MEDITERRANEA ACC. LIGHT + IDRO	Frigerio	CSP
JACQ.JORDAN GUCCI LAV.+IDRO+RES+DIR.FILO	Frigerio	
JACQ.JORDAN TIMBERLAND ACC.TELA BEROFIN	Frigerio	CSP
JACQ.JORDAN TIMBERLAND IN SEMP.+IDRO	Frigerio	CSP
JACQ.LUREX BULGARI  ACC.LIGHT+IDRO	Taborelli	CSP
JACQ.LUREX BULGARI CAMP.3 ACC.LIGHT+IDRO	Taborelli	CSP
JACQ.LUREX BULGARI CAMP.3 IN SEMP.+ IDRO	Taborelli	CSP
JACQ.LUREX BULGARI IN SEMP.+ IDRO	Taborelli	CSP
JACQ.PENGUIN ACC LIGHT	Frigerio	CCL
JACQ.PENGUIN ACC TELA	Frigerio	CCL
JACQ.PENGUIN IN SEMPLICE	Frigerio	CCL
JACQ.SUITE ACC. REPS  BEROFIN	Frigerio	CCL
JACQ.SUITE IN SEMPLICE VAR. 7/8/9/10	Frigerio	CCL
JACQUARD  DENIM LUREX ACC.REPS	Taborelli	CSP
JACQUARD  GLAM ACC LIGHT	Frigerio	CV
JACQUARD  GLAM ACC TELA	Frigerio	CV
JACQUARD  GLAM IN SEMPLICE	Frigerio	CV
JACQUARD  MARINE RESINATO	Taborelli	CCL
JACQUARD  NG  ECO IN SEMPLICE	Taborelli	CSP
JACQUARD B  METAL NANNINI ACC.TELA	Taborelli	CSP
JACQUARD B METAL NANNINI ACC. LIGHT	Taborelli	CSP
JACQUARD B NANNINI ACC. TELA	Taborelli	CSP
JACQUARD B NANNINI ACC.LIGHT	Taborelli	CSP
JACQUARD BALI  NANNINI  ACC. LIGHT + IDRO	Taborelli	CSP
JACQUARD BALI NANNINI  ACC. LIGHT	Taborelli	CSP
JACQUARD BALI NANNINI  EUROFINISS ACC. LIGHT +IDRO	Taborelli	CSP
JACQUARD BALI NANNINI ACC. TELA	Taborelli	CSP
JACQUARD BALI NANNINI ACC. TELA + IDRO	Taborelli	CSP
JACQUARD BALLY  RESINATO + IDRO FONDO RASO	Taborelli	CSP
JACQUARD BALLY FONDO TELA 45 INSERZIONI	Taborelli	CSP
JACQUARD BALLY LOGO F.DO TELA 45 INSERZIONI	Taborelli	CSP
JACQUARD BALLY LOGO RESINATO + IDRO	Taborelli	CSP
JACQUARD BASKET	Frigerio	CV
JACQUARD BIRKIN   ACC. TELA BEROFIN	Frigerio	CCL
JACQUARD BIRKIN AC. REPS BEROFIN	Frigerio	CCL
JACQUARD BIRKIN ACC. DENIM	Frigerio	CCL
JACQUARD BIRKIN ACC. LIGHT	Frigerio	CCL
JACQUARD BIRKIN ACC. LIGHT + IDRO + € 4,00 IN +	Frigerio	CSP
JACQUARD BIRKIN ACC. LIGHT BEROFIN	Frigerio	CCL
JACQUARD BIRKIN ACC. REPS  EXPERT	Frigerio	CCL
JACQUARD BIRKIN ACC. TELA	Frigerio	CCL
JACQUARD BIRKIN ACC.LIGHT + IDRO EUROFINISS	Frigerio	CCL
JACQUARD BIRKIN CELINE ACC. LIGHT + IDRO	Frigerio	CSP
JACQUARD BIRKIN CELINE ACC. TELA + IDRO	Frigerio	CSP
JACQUARD BIRKIN CELINE RESINATO	Frigerio	CSP
JACQUARD BIRKIN DESERT  IN SEMPLICE VAR.1/7	Frigerio	CV
JACQUARD BIRKIN DESERT ACC. TELA VAR.1/7	Frigerio	CV
JACQUARD BIRKIN IN SEMPLICE idro	Frigerio	CCL
JACQUARD BIRKIN IN SEMPLICE NO IDRO	Frigerio	CCL
JACQUARD BIRKIN RESINATO + IDRO	Frigerio	CCL
JACQUARD BIRKIN TRAMA + BELLA LIGHT	Frigerio	CSP
JACQUARD BIRKIN TRAMA+BELLA  LIGHT EUROFINISS	Frigerio	CSP
JACQUARD BIRKIN TRAMA+BELLA IN SEMPLICE	Frigerio	CSP
JACQUARD BIRKIN TRAMA+BELLA LIGHT BEROFIN	Frigerio	CSP
JACQUARD BIRKIN TRAMA+BELLA REPS BEROFIN	Frigerio	CSP
JACQUARD BIRKIN TRAMA+BELLA TELA  BEROFIN	Frigerio	CSP
JACQUARD BRICS nera RESINA+IDRO	Taborelli	CSP
JACQUARD BRITISH ACC REPS BEROFIN	Taborelli	CSP
JACQUARD BRITISH IN SEMPLICE	Taborelli	CSP
JACQUARD BRONZE ACC. LIGTH  COLORATO	Frigerio	CV
JACQUARD BRONZE ACC. TELA  ORO/ARGENTO	Frigerio	CV
JACQUARD BRONZE ACC. TELA COLORATI	Frigerio	CV
JACQUARD BRONZE IN SEMPLICE COLORATI	Frigerio	CV
JACQUARD BRONZE IN SEMPLICE ORO/ARGENTO	Frigerio	CV
JACQUARD BUDDHA GEOX ACC TELA	Frigerio	CSP
JACQUARD BUDDHA GEOX IN SEMPLICE	Frigerio	CSP
JACQUARD BUDDHA OPACO NG COLORATO	Frigerio	CSP
JACQUARD BUDDHA OPACO NG ORO/ARG	Frigerio	CSP
JACQUARD BULGARI LUREX  CAMP.1  ACC.TELA+ IDRO	Taborelli	CSP
JACQUARD BULGARI LUREX CAMP 4 ACC.TELA + IDRO	Taborelli	CSP
JACQUARD BULGARI LUREX CAMP.1 ACC. DENIM + IDRO	Taborelli	CSP
JACQUARD BULGARI LUREX CAMP.2 ACC. DENIM + IDRO	Taborelli	CSP
JACQUARD BULGARI LUREX CAMP.2 ACC. TELA + IDRO	Taborelli	CSP
JACQUARD BULGARI LUREX CAMP.3 ACC. DENIM + IDRO	Taborelli	CSP
JACQUARD BULGARI LUREX CAMP.3 ACC.TELA + IDRO	Taborelli	CSP
JACQUARD BULGARI LUREX CAMP.4 ACC. DENIM + IDRO	Taborelli	CSP
JACQUARD BURBERRY ACC. TELA + IDRO		CSP
JACQUARD C NANNINI ACC. LIGHT	Taborelli	CSP
JACQUARD C NANNINI ACC. TELA	Taborelli	CSP
JACQUARD C NANNINI METAL ACC. LIGHT	Taborelli	CSP
JACQUARD C NANNINI METAL ACC. TELA	Taborelli	CSP
JACQUARD CABRIOLET FENDI ACC LIGHT BEROFIN	Taborelli	CSP
JACQUARD CABRIOLET FENDI ACC REPS BEROFIN	Taborelli	CSP
JACQUARD CABRIOLET FENDI IN SEMPLICE	Taborelli	CSP
JACQUARD CABRIOLET FENDI IN SEMPLICE BEROFIN	Taborelli	CSP
JACQUARD CAMOUFLAGE  FENDI ACC. LIGHT+IDRO BEROFIN	Taborelli	CSP
JACQUARD CAMOUFLAGE DENIM FENDI + IDRO BEROFIN	Taborelli	
JACQUARD CAMOUFLAGE FENDI ACC. REPS + IDRO BEROFIN	Taborelli	CSP
JACQUARD CAMOUFLAGE FENDI IN SEMPLICE	Taborelli	CSP
JACQUARD CAMOUFLAGE FENDI RESINA+D.FILO+IDRO	Taborelli	CSP
JACQUARD CAMOUFLAGE IN SEMPLICE	Taborelli	CI09/10
JACQUARD CAMOUFLAGE LIGHT	Taborelli	CI09/10
JACQUARD CAMOUFLAGE REPS	Taborelli	CI09/10
JACQUARD CANNES ACC REPS BEROFIN	Frigerio	CSP
JACQUARD CANNES IN SEMPLICE	Frigerio	CSP
JACQUARD CANVAS CELINE ACC. DENIM + IDRO	Frigerio	
JACQUARD CANVAS CELINE IN SEMPLICE	Frigerio	
JACQUARD CANVAS CELINE RESIN.+ IDRO + DIR.FILO	Frigerio	
JACQUARD CANVAS LIGHT + IDRO BEROFIN	Frigerio	
JACQUARD CARVELA DOPPIA TRAMA DENIM+IDRO	Frigerio	CSP
JACQUARD CHERRY ACC LIGHT BEROFIN	Frigerio	CSP
JACQUARD CHERRY ACC REPS BEROFIN	Frigerio	CSP
JACQUARD CHERRY IN SEMPLICE	Frigerio	CSP
JACQUARD CHERRY IN SEMPLICE BEROFIN	Frigerio	CSP
JACQUARD CHUNKY CELINE	Frigerio	
JACQUARD CINIGLIA CAVALLI CAMP.C ACC. LIGHT	Frigerio	
JACQUARD CINIGLIA CAVALLI CAMP.C IN SEMPLICE	Frigerio	
JACQUARD CLIVE COTONE/COTONE DA MT 500	Frigerio	CSP
JACQUARD CLIVE NERO TINTO PL/COTONE	Frigerio	CSP
JACQUARD CLIVE NYLON/COTONE	Frigerio	CSP
JACQUARD CLIVE PL/COTONE	Frigerio	CSP
JACQUARD CLUB BREMA RESINA+D.FILO+IDRO BEROFIN	Taborelli	CSP
JACQUARD CLUB BREMA RESINATO EXPERT	Taborelli	
JACQUARD CLUB FENDI	Taborelli	
JACQUARD CLUB RESINA + DIR. FILO + IDRO BEROFIN	Taborelli	
JACQUARD CO/VI MOIRE REPS GREGGIO	Tessile Operati	CV
JACQUARD CO/VI MOIRE REPS TINTO	Tessile Operati	CV
JACQUARD CO/VI MOIRE RESINATO GREGGIO	Tessile Operati	CV
JACQUARD CO/VI MOIRE RESINATO TINTO	Tessile Operati	CV
JACQUARD CO/VI MOIRE SEMPLICE GREGGIO	Tessile Operati	CV
JACQUARD CO/VI MOIRE SEMPLICE TINTO	Tessile Operati	CV
JACQUARD CO/VI MOIRE SOFT GREGGIO	Tessile Operati	CV
JACQUARD CO/VI MOIRE SOFT TINTO	Tessile Operati	CV
JACQUARD COTTON ACC LIGHT	Taborelli	CE 11
JACQUARD COTTON ACC TELA	Taborelli	CE 11
JACQUARD COTTON ESCADA LAME' LIGHT + IDRO	Frigerio	CSP
JACQUARD COTTON ESCADA LIGHT + IDRO	Frigerio	CSP
JACQUARD COTTON GLASS NG SEMPLICE	Taborelli	CSP
JACQUARD COTTON GLASS NG TELA	Taborelli	CSP
JACQUARD COTTON LAME' ACC. TELA	Frigerio	CCL
JACQUARD COTTON LAME' ACC.LIGHT	Frigerio	CCL
JACQUARD COTTON LAME' IN SEMPLICE	Frigerio	CCL
JACQUARD COTTON RESINATO	Taborelli	CE 11
JACQUARD COTTONFRIGERIO  IN SEMPLICE	Frigerio	CV
JACQUARD COTTONFRIGERIO ACC. LIGHT	Frigerio	CV
JACQUARD COTTONFRIGERIO ACC. REPS	Frigerio	CV
JACQUARD COTTONFRIGERIO ACC. TELA	Frigerio	
JACQUARD CROCO	Frigerio	CI09/10
JACQUARD DELUXE 1	Frigerio	CSP
JACQUARD DELUXE 2 SEMPLICE	Frigerio	CSP
JACQUARD DENIM  BIANCO ACC. IDRO	Frigerio	CV
JACQUARD DENIM ACC. LIGHT	Taborelli	CV
JACQUARD DENIM ACC. REPS	Taborelli	CV
JACQUARD DENIM ACC.LIGHT + IDRO	Taborelli	CV
JACQUARD DENIM ACC.REPS BEROFIN	Taborelli	CV
JACQUARD DENIM ACC.TELA	Taborelli	CV
JACQUARD DENIM ACC.TELA BEROFIN	Taborelli	CV
JACQUARD DENIM IN SEMPLICE	Taborelli	CV
JACQUARD DENIM NERO ACC. IDRO	Frigerio	CV
JACQUARD DENIM STRETCH ACC. LIGHT	Taborelli	CV
JACQUARD DENIM STRETCH IN SEMPLICE	Taborelli	CV
JACQUARD DIAMANTE SEMPLICE	Taborelli	CSP
JACQUARD DOUBLE ACC. LIGHT	Frigerio	CV
JACQUARD DOUBLE ACC. TELA	Frigerio	CV
JACQUARD DOUBLE FENDI ACC LIGHT BEROFIN	Frigerio	CSP
JACQUARD DOUBLE FENDI ACC REPS BEROFIN	Frigerio	CSP
JACQUARD DOUBLE FENDI IN SEMPLICE	Frigerio	CSP
JACQUARD DOUBLE FENDI IN SEMPLICE BEROFIN	Frigerio	CSP
JACQUARD DOUBLE IN SEMPLICE	Frigerio	CV
JACQUARD DOUBLE LAME IN SEMPLICE	Frigerio	CV
JACQUARD DOUBLE LAME' LIGHT	Frigerio	CV
JACQUARD DOUBLE LAME' TELA	Frigerio	CV
JACQUARD ECLIPSE ACC LIGHT	Taborelli	CE 10
JACQUARD ECLIPSE ACC TELA	Taborelli	CE 10
JACQUARD ECLIPSE ACC. REPS + IDRO BEROFIN	Taborelli	
JACQUARD ECLIPSE EDIL SPORT ACC.REPS+IDRO+DIR.FILO	Taborelli	
JACQUARD ECLIPSE EDIL SPORT IN SEMPLICE	Taborelli	
JACQUARD ECLIPSE IN SEMPLICE	Taborelli	CE 10
JACQUARD FENDI  PROVA 1  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA 2  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA 3  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA 4  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA 5  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA A  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA B  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA C  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA D  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA E  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA F  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA G  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA H  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA I  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA L  SEMPLICE	Frigerio	CSP
JACQUARD FENDI  PROVA M  SEMPLICE	Frigerio	CSP
JACQUARD FENDI ACC. LIGHT + IDRO	Frigerio	CSP
JACQUARD FH POLY 100	Frigerio	CSP
JACQUARD FIL COUPE' ACC  LIGHT BEROFIN	Frigerio	CSP
JACQUARD FIL COUPE' ACC REPS BEROFIN	Frigerio	CSP
JACQUARD FIL COUPE' IN SEMPLICE	Frigerio	CSP
JACQUARD FIL COUPE' IN SEMPLICE BEROFIN	Frigerio	CSP
JACQUARD GALLES ACC REPS BEROFIN	Taborelli	CSP
JACQUARD GALLES IN SEMPLICE	Taborelli	CSP
JACQUARD GEOX ACC. LIGHT BIANCO	Frigerio	CSP
JACQUARD GEOX ACC. LIGHT TINTO	Frigerio	CSP
JACQUARD GEOX ACC. LIGHT+ IDRO  BIANCO	Frigerio	CSP
JACQUARD GEOX ACC. REPS + IDRO BIANCO	Frigerio	CSP
JACQUARD GEOX ACC. REPS +IDRO TINTO	Frigerio	CSP
JACQUARD GEOX ACC. REPS BIANCO	Frigerio	CSP
JACQUARD GEOX ACC. REPS TINTO	Frigerio	CSP
JACQUARD GEOX ACC.LIGHT+IDRO TINTO	Frigerio	CSP
JACQUARD GEOX LIGHT IDRO	Frigerio	CSP
JACQUARD GEOX RESIN. IDRO	Frigerio	CSP
JACQUARD GEOX SEMPL. IDRO	Frigerio	CSP
JACQUARD GEOX TELA IDRO	Frigerio	CSP
JACQUARD GLAM ACC LIGHT	Frigerio	CV
JACQUARD GLAM ACC TELA	Frigerio	CV
JACQUARD GLAM IN SEMPLICE	Frigerio	CV
JACQUARD GUCCI LAVATO ACC JERSEY COL.CAMPIONE	Frigerio	CSP
JACQUARD GUCCI LAVATO ACC.JERSEY BIANCO	Frigerio	CSP
JACQUARD GUCCI LAVATO ACC.JERSEY NERO	Frigerio	CSP
JACQUARD GUCCI MAKO' EGITTO + PAN. COL. CHIARI +ID	Frigerio	
JACQUARD GUCCI MAKO' EGITTO + PANAMA BIANCO + IDRO	Frigerio	
JACQUARD GUCCI MAKO' EGITTO + PANAMA GARZ.+ IDRO	Frigerio	
JACQUARD GUCCI MAKO' EGITTO + PANAMA NERO +IDRO	Frigerio	
JACQUARD GUCCI MAKO' EGITTO + RES.+IDRO+DIR.FILO	Frigerio	
JACQUARD GUCCI MAKO' EGITTO ACC. LIGHT +IDRO	Frigerio	
JACQUARD GUCCI MAKO' IN SEMPLICE	Frigerio	
JACQUARD GUCCI ORIGINAL GG POLY +RESINA+IDRO	Frigerio	CSP
JACQUARD GUCCI PETTINATO AMERICA + RES.+IDRO+DIR.F	Frigerio	
JACQUARD GUCCI PETTINATO AMERICA ACC. LIGHT + IDRO	Frigerio	
JACQUARD GUCCI PETTINATO AMERICA IN SEMPLICE	Frigerio	
JACQUARD HARLEM  COMPAR RESINA + IDRO	Frigerio	CSP
JACQUARD HARLEM  COMPAR SOLO RESINA	Frigerio	CSP
JACQUARD HARLEM + MTP	Frigerio	CSP
JACQUARD HAWK  colorato ACC LIGHT	Frigerio	CI09/10
JACQUARD HAWK  colorato ACC TELA	Frigerio	CI09/10
JACQUARD HAWK  colorato IN SEMPLICE	Frigerio	CI09/10
JACQUARD HAWK  oro/arg  ACC LIGHT	Frigerio	
JACQUARD HAWK  oro/arg ACC TELA	Frigerio	
JACQUARD HAWK  oro/arg IN SEMPLICE	Frigerio	
JACQUARD HAWK 300 BIASIA ACC. LIGHT	Frigerio	
JACQUARD HAWK 300 BIASIA IN SEMPLICE	Frigerio	
JACQUARD HAWK 300 BIASIA LIGHT + IDRO BEROFIN	Frigerio	
JACQUARD HAWK 300 BIASIA RESINATO + IDRO	Frigerio	
JACQUARD HAWK 300 BIASIA SEMPLICE + IDRO EUROFINIS	Frigerio	
JACQUARD HAWK BIASIA EXPERT TELA	Frigerio	CSP
JACQUARD JEANS ACC. LIGHT	Gif	CV
JACQUARD JEANS ACC. TELA	Gif	CV
JACQUARD JEANS CELINE	Gif	CSP
JACQUARD JEANS CELINE acc. Doppio	Gif	CSP
JACQUARD JEANS IN SEMPLICE	Gif	CV
"JACQUARD JORDAN ""GG"" SPIANATO"	Frigerio	CSP
JACQUARD JORDAN ACC. LIGHT	Frigerio	CCL
JACQUARD JORDAN ACC. TELA	Frigerio	CCL
JACQUARD JORDAN ACC. TELA + BRINATURA	Frigerio	CSP
JACQUARD JORDAN DOPPIA TRAMA IN SEMPLICE	Frigerio	CSP
JACQUARD JORDAN DOPPIA TRAMA LIGHT	Frigerio	CSP
JACQUARD JORDAN DOPPIA TRAMA TELA	Frigerio	CSP
JACQUARD JORDAN FENDI DENIM+DIRIT.FILO+IDRO	Frigerio	CSP
JACQUARD JORDAN FENDI LIGHT DIRIT.FILO+IDRO	Frigerio	CSP
JACQUARD JORDAN FENDI REPS DIRITT.FILO+IDRO	Frigerio	CSP
JACQUARD JORDAN FENDI RESINA+DIRIT.FILO+IDRO	Frigerio	CSP
JACQUARD JORDAN GG.SPIANATO + IDRO	Frigerio	CSP
JACQUARD JORDAN GUCCI	Frigerio	CSP
JACQUARD JORDAN GUCCI SEMPLICE	Frigerio	CSP
JACQUARD JORDAN IN SEMP.+IDRO	Frigerio	CCL
JACQUARD JORDAN IN SEMPLICE	Frigerio	CCL
JACQUARD JORDAN LIGHT IDRO berofin	Frigerio	CCL
JACQUARD JORDAN NERO GIARDINI ACC. TELA	Frigerio	CSP
JACQUARD JORDAN NG  SPIAN.+CINZATO	Frigerio	CSP
JACQUARD JORDAN NG 2 SPIAN.+CINZATO	Frigerio	CSP
JACQUARD JORDAN RESINATO	Frigerio	
JACQUARD JORDAN RESINATO + IDRO	Frigerio	CCL
JACQUARD JORDAN SEMPLICE	Frigerio	CCL
JACQUARD JORDAN STRETCH ACC. LIGHT	Frigerio	CV
JACQUARD JORDAN STRETCH ACC. TELA	Frigerio	CV
JACQUARD JORDAN TELA BEROFIN	Frigerio	CCL
JACQUARD JORDAN/SMALL ACC. TELA	Frigerio	CV
JACQUARD JORDAN/SMALL IN  SEMPLICE	Frigerio	CV
JACQUARD JORDAN/SMALL TRAMA+BELLA ACC. LIGHT  EUR	Frigerio	CV
JACQUARD JORDAN/SMALL TRAMA+BELLA LIGHT	Frigerio	CV
JACQUARD JORDAN/SMALL TRAMA+BELLA SEMP.+IDRO	Frigerio	CV
JACQUARD JORDAN/SMALL TRAMA+BELLA TELA BEROFIN	Frigerio	CV
JACQUARD JORDAN/SMALLTRAMA+BELLA RESINATA + IDRO	Frigerio	CV
JACQUARD JUNGLE ACC LIGHT	Taborelli	CE 10
JACQUARD JUNGLE ACC TELA	Taborelli	CE 10
JACQUARD JUNGLE IN SEMPLICE	Taborelli	CE 10
JACQUARD KID ACC LIGHT	Frigerio	CSP
JACQUARD KID ACC TELA	Frigerio	CSP
JACQUARD KID IN SEMPLICE	Frigerio	CSP
JACQUARD KILT FENDI ACC LIGHT BEROFIN	Frigerio	CSP
JACQUARD KILT FENDI ACC REPS BEROFIN	Frigerio	CSP
JACQUARD KILT FENDI IN SEMPLICE	Frigerio	CSP
JACQUARD KILT FENDI IN SEMPLICE BEROFIN	Frigerio	CSP
JACQUARD KILT/QUADRETTINO BIS EDILSPORT	Taborelli	
JACQUARD KILT/QUADRETTINO BIS EDILSPORT REPS + IDR	Taborelli	
JACQUARD KILT/QUADRETTINO EDIL SPORT	Taborelli	
JACQUARD KILT/QUADRETTINO EDILSPORT REPS + IDR	Taborelli	
JACQUARD KOSMOS REPS	Frigerio	CV
JACQUARD KOSMOS RESINATO	Frigerio	CV
JACQUARD KOSMOS SEMPLICE	Frigerio	CV
JACQUARD KOSMOS SOFT	Frigerio	CV
JACQUARD KOSMOS TELA	Frigerio	CV
JACQUARD LAME' ACC. DENIM CIAO BIMBI	Frigerio	CSP
JACQUARD LAME' ACC. LIGHT	Frigerio	CCL
JACQUARD LAME' ACC. LIGHT X ILEANA	Frigerio	CSP
JACQUARD LAME' ACC. REPS	Frigerio	
JACQUARD LAME' ACC. TELA	Frigerio	CCL
JACQUARD LAME' ACC. TELA  + IDRO	Frigerio	CCL
JACQUARD LAME' FENDI DENIM+DIRIT.FILO+IDRO	Frigerio	CSP
JACQUARD LAME' FENDI LIGHT+DIRIT.FILO+IDRO	Frigerio	CSP
JACQUARD LAME' FENDI REPS+DIRIT.FILO+IDRO	Frigerio	CSP
JACQUARD LAME' FENDI RESINA+DIRIT.FILO+IDRO	Frigerio	CSP
JACQUARD LAME' IN SEMPLICE	Frigerio	CCL
JACQUARD LANA ROTTA  FENDI ACC LIGHT BEROFIN	Frigerio	CSP
JACQUARD LANA ROTTA  FENDI ACC REPS BEROFIN	Frigerio	CSP
JACQUARD LANA ROTTA  FENDI IN SEMPLICE	Frigerio	CSP
JACQUARD LANA ROTTA  FENDI IN SEMPLICE berofin	Frigerio	CSP
JACQUARD LINGOT ACC. LIGHT	Tat	CCL
JACQUARD LINGOT ACC. LYCRA	Tat	CCL
JACQUARD LINGOT ACC. REPS	Tat	CCL
JACQUARD LINGOT IN SEMPLICE	Tat	CCL
JACQUARD LINGOT NEW H 100 LIGHT	Taborelli	
JACQUARD LINGOT NEW H 100 SEMPLICE	Taborelli	CSP
JACQUARD LINGOT NEW H 100 TELA	Taborelli	CSP
JACQUARD LINGOT NEW H 130 LIGHT	Taborelli	CSP
JACQUARD LINGOT NEW H 130 SEMPLICE	Taborelli	CSP
JACQUARD LINGOT NEW H 130 TELA	Taborelli	CSP
JACQUARD LOTTO 100% PA DENIM	Frigerio	CSP
JACQUARD LOTTO 100% PA LIGHT	Frigerio	CSP
JACQUARD LOTTO 100% PA REPS	Frigerio	CSP
JACQUARD LOTTO 100% PA SEMPLICE	Frigerio	CSP
JACQUARD LOTTO 100% PL DENIM	Frigerio	CSP
JACQUARD LOTTO 100% PL LIGHT	Frigerio	CSP
JACQUARD LOTTO 100% PL REPS	Frigerio	CSP
JACQUARD LOTTO 100% PL SEMPLICE	Frigerio	CSP
"JACQUARD LUREX ""GG"" SEMPLICE"	Frigerio	CSP
JACQUARD LUREX BULGARI ACC. LIGHT + IDRO	Taborelli	CSP
JACQUARD LUREX NUOVO ACC. REPS GEOX	Frigerio	CSP
JACQUARD LUREX NUOVO ACC.TELA GEOX	Frigerio	CSP
JACQUARD LUREX NUOVO IN SEMPLICE GEOX	Frigerio	CSP
JACQUARD MARINE RESINATO	Taborelli	CSP
JACQUARD METAL ACC. LIGHT LAME'	Frigerio	CV
JACQUARD METAL ACC. TELA + IDRO LAME'	Frigerio	CCL
JACQUARD METAL ACC. TELA EXPERT	Frigerio	CCL
JACQUARD METAL LAME' IN SEMPLICE	Frigerio	CCL
JACQUARD METAL RESIN.+ IDRO LAME'	Frigerio	CCL
JACQUARD MINUS	Frigerio	CV
JACQUARD MIRIADE ACC. LIGHT  METAL	Taborelli	CSP
JACQUARD MIRIADE ACC. LIGHT NO METAL	Taborelli	CSP
JACQUARD MIRIADE ACC. TELA METAL	Taborelli	CSP
JACQUARD MIRIADE ACC. TELA NO METAL	Taborelli	CSP
JACQUARD MIRIADE IN SEMPLICE METAL	Taborelli	CSP
JACQUARD MIRIADE IN SEMPLICE NO METAL	Taborelli	CSP
JACQUARD NANNINI RAFIA ACC. LIGHT	Taborelli	CSP
JACQUARD NANNINI RAFIA ACC.TELA + IDRO	Taborelli	CSP
"JACQUARD NASTRO ""GG"" SEMPLICE"	Frigerio	CSP
JACQUARD NYLON GEOX VERDE ACC. TELA	Corti	CSP
JACQUARD ORANGE ACC TELA	Taborelli	CCL
JACQUARD ORANGE ACC. LIGHT	Taborelli	CCL
JACQUARD ORANGE ACC. REPS + IDRO BEROFIN	Taborelli	
JACQUARD ORANGE IN SEMPLICE	Taborelli	CCL
JACQUARD OXIDE ACC LIGHT	Taborelli	CI09/10
JACQUARD OXIDE ACC REPS	Taborelli	CI09/10
JACQUARD OXIDE FENDI DENIM+DIRIT.FILO+IDRO	Taborelli	CSP
JACQUARD OXIDE FENDI LIGHT+DIRIT.FILO+IDRO	Taborelli	CSP
JACQUARD OXIDE FENDI REPS+DIRIT.FILO+IDRO	Taborelli	CSP
JACQUARD OXIDE FENDI RESINA+DIRIT.FILO+IDRO	Taborelli	CSP
JACQUARD OXIDE IN SEMPLICE	Taborelli	CI09/10
JACQUARD PELLICO IN SEMPLICE NEW	Frigerio	CSP
JACQUARD PELLICO NEW ACC. TELA	Frigerio	CSP
JACQUARD PENNY  IN SEMPLICE	Taborelli	CSP
JACQUARD PENNY D&A ACC. REPS	Taborelli	CSP
JACQUARD PENNY D&A ACC. TELA	Taborelli	CSP
JACQUARD PENNY D&A RESINATO	Taborelli	CSP
JACQUARD PENNY FENDI DENIM+DIRIT.FILO+IDRO	Taborelli	CSP
JACQUARD PENNY FENDI LIGHT+DIRIT.FILO+IDRO	Taborelli	CSP
JACQUARD PENNY FENDI REPS+DIRIT.FILO+IDRO	Taborelli	CSP
JACQUARD PENNY FENDI RESINA+DIRIT.FILO+IDRO	Taborelli	CSP
JACQUARD PENNY IN SEMPLICE	Taborelli	CCL
JACQUARD PENNY PAKERSON RESINATO	Taborelli	CSP
JACQUARD PENNY PUNITO	Taborelli	
JACQUARD PENNY RESINATO + DIR.FILO+IDRO	Taborelli	CCL
JACQUARD PEQUIN LIGHT	Frigerio	CSP
JACQUARD PEQUIN LUREX ORO SCURO LIGHT + IDRO	Frigerio	CSP
JACQUARD PICASSO FENDI ACC LIGHT BEROFIN	Taborelli	CSP
